source,source_id,category_title,category_alias
yelp,w_jkSpTEgFdDMbK37qbVUw,Empanadas,empanadas
yelp,KVReSFb2dwgjnSkl1Kn2vQ,Haitian,haitian
yelp,KVReSFb2dwgjnSkl1Kn2vQ,Bakeries,bakeries
yelp,mBUl13DWXTJuojdvByMhOw,Vegan,vegan
yelp,88FDp8wKJOvebcVG8RYyYg,Indian,indpak
yelp,88FDp8wKJOvebcVG8RYyYg,Halal,halal
yelp,88FDp8wKJOvebcVG8RYyYg,Buffets,buffets
yelp,oF344ESz0ZbbAG4Aa7wfXw,New American,newamerican
yelp,oF344ESz0ZbbAG4Aa7wfXw,Burgers,burgers
yelp,oF344ESz0ZbbAG4Aa7wfXw,Chicken Wings,chicken_wings
yelp,wxMYLgRy-fNURdLNRJLhQQ,New American,newamerican
yelp,wxMYLgRy-fNURdLNRJLhQQ,Gastropubs,gastropubs
yelp,wxMYLgRy-fNURdLNRJLhQQ,Burgers,burgers
yelp,WCVjKoBLW-g7NJqkXOD1hw,Empanadas,empanadas
yelp,WCVjKoBLW-g7NJqkXOD1hw,Burgers,burgers
yelp,WCVjKoBLW-g7NJqkXOD1hw,Venezuelan,venezuelan
yelp,lr72ma2Ft4Sq9speBCMRFg,Korean,korean
yelp,lr72ma2Ft4Sq9speBCMRFg,Hot Dogs,hotdog
yelp,gESBiku1Vm0L9TqQ3-cdoQ,Breakfast & Brunch,breakfast_brunch
yelp,gESBiku1Vm0L9TqQ3-cdoQ,American,tradamerican
yelp,1s_5CutChvh7UjfsPXmnKw,Hotels,hotels
yelp,1s_5CutChvh7UjfsPXmnKw,Venues & Event Spaces,venues
yelp,1s_5CutChvh7UjfsPXmnKw,Restaurants,restaurants
yelp,Lr0p83oJ9vwqkrmIijFRXQ,Japanese,japanese
yelp,Lr0p83oJ9vwqkrmIijFRXQ,Sushi Bars,sushi
yelp,AHuxRtNLfwKe2r-RcOec8g,Pizza,pizza
yelp,AHuxRtNLfwKe2r-RcOec8g,Sandwiches,sandwiches
yelp,AHuxRtNLfwKe2r-RcOec8g,Chicken Wings,chicken_wings
yelp,Cnwztcv2dbOQPhKUC2rCgQ,Bagels,bagels
yelp,Cnwztcv2dbOQPhKUC2rCgQ,Coffee & Tea,coffee
yelp,Cnwztcv2dbOQPhKUC2rCgQ,Breakfast & Brunch,breakfast_brunch
yelp,4ZSeYOjAav_clggCJnMf0Q,Coffee & Tea,coffee
yelp,4ZSeYOjAav_clggCJnMf0Q,Bakeries,bakeries
yelp,4ZSeYOjAav_clggCJnMf0Q,Sandwiches,sandwiches
yelp,pvwGB6dvjR_kqSbsrVTzhQ,Burgers,burgers
yelp,pvwGB6dvjR_kqSbsrVTzhQ,Bars,bars
yelp,pvwGB6dvjR_kqSbsrVTzhQ,Comfort Food,comfortfood
yelp,r-X4Hkgc2-QthQuxSyeJvQ,Ramen,ramen
yelp,r-X4Hkgc2-QthQuxSyeJvQ,Noodles,noodles
yelp,r-X4Hkgc2-QthQuxSyeJvQ,Burgers,burgers
yelp,BxiFhUmgDDYJT-BYob89lw,Caribbean,caribbean
yelp,vA_D0aUfjro04ZBzrG8CWg,Colombian,colombian
yelp,vA_D0aUfjro04ZBzrG8CWg,Bars,bars
yelp,p_acXZANMscvg4lycU9QrA,Cocktail Bars,cocktailbars
yelp,p_acXZANMscvg4lycU9QrA,New American,newamerican
yelp,L6L8ctIeqsGjb65wktv4bg,Ramen,ramen
yelp,L6L8ctIeqsGjb65wktv4bg,Noodles,noodles
yelp,7svMP3MzaqnTxzOT8PChyw,Breakfast & Brunch,breakfast_brunch
yelp,7svMP3MzaqnTxzOT8PChyw,Cafes,cafes
yelp,7svMP3MzaqnTxzOT8PChyw,American,tradamerican
yelp,yCKq3dpZGI6NOebGOl_wAA,Hot Pot,hotpot
yelp,yCKq3dpZGI6NOebGOl_wAA,Barbeque,bbq
yelp,xRnhBtG63UNqQaC7wJUUZA,Barbeque,bbq
yelp,xRnhBtG63UNqQaC7wJUUZA,Southern,southern
yelp,xRnhBtG63UNqQaC7wJUUZA,Smokehouse,smokehouse
yelp,x96GrCPiqmRbQVVfJnKOew,Sandwiches,sandwiches
yelp,x96GrCPiqmRbQVVfJnKOew,Salad,salad
yelp,x96GrCPiqmRbQVVfJnKOew,Coffee & Tea,coffee
yelp,koWzzlPUIIxUhFmOeHB04g,Breakfast & Brunch,breakfast_brunch
yelp,koWzzlPUIIxUhFmOeHB04g,Indian,indpak
yelp,koWzzlPUIIxUhFmOeHB04g,Seafood,seafood
yelp,fjhnVGid-Wf58nKon1uKxQ,Gas Stations,servicestations
yelp,fjhnVGid-Wf58nKon1uKxQ,Convenience Stores,convenience
yelp,fjhnVGid-Wf58nKon1uKxQ,Fast Food,hotdogs
yelp,MCaHV1E4_Ai_t8eoADS_pw,Halal,halal
yelp,MCaHV1E4_Ai_t8eoADS_pw,Wraps,wraps
yelp,MCaHV1E4_Ai_t8eoADS_pw,Sandwiches,sandwiches
yelp,x-3TP0SU8DuQf8IScVBQkQ,Fast Food,hotdogs
yelp,_EO6L3whXvM7Zeb1J9zgug,Hot Dogs,hotdog
yelp,_EO6L3whXvM7Zeb1J9zgug,Burgers,burgers
yelp,_EO6L3whXvM7Zeb1J9zgug,Food Trucks,foodtrucks
yelp,Xql2b7yE58m4gePiXY-fgw,Food Delivery Services,fooddeliveryservices
yelp,Xql2b7yE58m4gePiXY-fgw,Comfort Food,comfortfood
yelp,Xql2b7yE58m4gePiXY-fgw,Mediterranean,mediterranean
yelp,T6zndpRoskQjjc0mREqyhw,Noodles,noodles
yelp,T6zndpRoskQjjc0mREqyhw,Korean,korean
yelp,T6zndpRoskQjjc0mREqyhw,Thai,thai
yelp,2a7pafBpuK4i_boSpijcjw,Indian,indpak
yelp,cNwvL84tBZIupf6O5-akbw,Seafood,seafood
yelp,cNwvL84tBZIupf6O5-akbw,Food Trucks,foodtrucks
yelp,cNwvL84tBZIupf6O5-akbw,Sandwiches,sandwiches
yelp,W9DvCHjr90UW7oKuPtKHKw,Food Trucks,foodtrucks
yelp,W9DvCHjr90UW7oKuPtKHKw,Burgers,burgers
yelp,W9DvCHjr90UW7oKuPtKHKw,Mexican,mexican
yelp,AoITYzEFIYowjVFSFJy_Yg,Food Trucks,foodtrucks
yelp,AoITYzEFIYowjVFSFJy_Yg,Sandwiches,sandwiches
yelp,AoITYzEFIYowjVFSFJy_Yg,Puerto Rican,puertorican
yelp,OSpU_DF50MSl8vNW5Xsm3g,Sandwiches,sandwiches
yelp,OSpU_DF50MSl8vNW5Xsm3g,Fast Food,hotdogs
yelp,OSpU_DF50MSl8vNW5Xsm3g,Delis,delis
yelp,gcRAte8fVq7SFfpusuAKuA,Food Trucks,foodtrucks
yelp,gcRAte8fVq7SFfpusuAKuA,Tacos,tacos
yelp,yHKpTbspgKBlCVaknfus8g,Salad,salad
yelp,yHKpTbspgKBlCVaknfus8g,Wraps,wraps
yelp,Xn_Vq6WvXpzvNU0xnApUxw,Caribbean,caribbean
yelp,I-lYkCL-QYq3MduXIqwSDA,Food Stands,foodstands
yelp,TXNqNvsO0gfXYHjR6t6btA,Pizza,pizza
yelp,TXNqNvsO0gfXYHjR6t6btA,Food Trucks,foodtrucks
yelp,k-cyDkIR1ezQrDj8eNboew,Chinese,chinese
yelp,JdwifpC41vIh2sXwE2SDaQ,Chinese,chinese
yelp,JdwifpC41vIh2sXwE2SDaQ,Bakeries,bakeries
