source_id,name,rating,review_count,price,distance_to_ucf_miles,full_address,url
2a7pafBpuK4i_boSpijcjw,Desi Bistro,5.0,1,,0.7922552248450417,"12058 Collegiate Way, Orlando, FL 32817",https://www.yelp.com/biz/desi-bistro-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw
