source_id,name,rating,review_count,price,distance_to_ucf_miles,full_address,city,state,zip_code,url
koWzzlPUIIxUhFmOeHB04g,Akshaya Patra,5.0,1,,0.6706762012657315,"12226 Corporate Blvd, Unit 172-192, Orlando, FL 32817",Orlando,FL,32817,https://www.yelp.com/biz/akshaya-patra-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw
2a7pafBpuK4i_boSpijcjw,Desi Bistro,5.0,1,,0.7922552248450417,"12058 Collegiate Way, Orlando, FL 32817",Orlando,FL,32817,https://www.yelp.com/biz/desi-bistro-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw
fMgJXt7EIAF0_XT1Fl6tgQ,Tikka Shack Indian Grub,4.5,26,,3.146221849393644,"1500 Alafaya Trl, Ste 1052, Oviedo, FL 32765",Oviedo,FL,32765,https://www.yelp.com/biz/tikka-shack-indian-grub-oviedo?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw
heMHfbHTwcVjKPsnYFFNAg,Shah Cuisine - Indian and Chinese,4.5,17,,5.426011494868147,"425 Avalon Park South Blvd 200, Orlando, FL 32828",Orlando,FL,32828,https://www.yelp.com/biz/shahi-indian-cuisine-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw
cQqDl2LsQw_JpbC-cu3KvA,Spice Indian Grill Orlando,4.4,182,$$,0.5554332484462657,"4498 N Alafaya Trl, Ste 306, Orlando, FL 32826",Orlando,FL,32826,https://www.yelp.com/biz/spice-indian-grill-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw
n4diWKcRvAFctwdRA6IPMg,Ahmed Indian Restaurant UCF,4.2,201,$$,2.6638920597476687,"10042 University Blvd, Orlando, FL 32817",Orlando,FL,32817,https://www.yelp.com/biz/ahmed-indian-restaurant-ucf-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw
GsYDuDZtNoxXJral_j2Sfg,Tabla Indian Restaurant Oviedo,4.2,184,$$,3.819029772700003,"945 City Plaza Way, Ste 1001, Oviedo, FL 32765",Oviedo,FL,32765,https://www.yelp.com/biz/tabla-indian-restaurant-oviedo-oviedo-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw
88FDp8wKJOvebcVG8RYyYg,Ahmed Indian Restaurant - Alafaya Trl,4.1,100,$$,3.158283882232256,"688 N Alafaya Trl, Ste 108, Orlando, FL 32828",Orlando,FL,32828,https://www.yelp.com/biz/ahmed-indian-restaurant-alafaya-trl-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw
